  1      LUNA (USES LUNA RANGER STATION)
       1       1
   33.49
    1985       5      15       6       2       9      21       9      30
    1986       5      18       5      20       9      17       9      30
    1987       5      29       5      30       9      16      10       4
    1988       5      31       6       8       9      19      10      12
    1989       5      15       6      23       9      21       9      28
    1990       5      29       6       1      10       4      10       9
    1991       6       3       6      23      10       2      10       5
    1992       4      25       6      17       9       6       9      30
    1993       6       9       6      12       9      18       9      19
    1994       5      21       5      23       9      23       9      27
    1995       6      10       6      23       9      21      10       2
    1996       6       1       6      23       9      21       9      28
    1997       5       3       5      28      10       9      10      24
    1998       6      10       6      27       9      30      10      10
    1999       6       6       6      11       9      29      10       9
    2000       5      13       5      23       9      20      11       2
    2001       5       9       6      15       9      26      10       9
